"","term","year","instructor","dept","course.id","course.name","section","type","responses","enrollment","resp.rate","hrs.per.week","interst.in.student.learning","exp.goals","clarity","provide.feedback","importance","exp.subject","respect","overall.teaching","overall.course","id.name","year.term"
"9732","Fall","2010","MARILYN THOMAS","MUS","57408","FORM AND ANALYSIS","B","Lect","10","21","48%","4.7","4.6","4.7","4.7","4.7","4.6","4.6","4.7","4.6","4.5","57408 - FORM AND ANALYSIS","57408 Fall"
"9733","Fall","2010","MARILYN THOMAS","MUS","57408","FORM AND ANALYSIS","C","Lect","6","8","75%","4","5","5","5","4.83","4.83","5","5","4.83","4.67","57408 - FORM AND ANALYSIS","57408 Fall"
"9734","Fall","2010","ROBERT PAGE","MUS","57417","MAJOR CHORAL ENSMBLE","A","Lect","8","32","25%","5.38","4.75","4.5","4.63","4.5","4.88","4.75","4.13","4.75","4.5","57417 - MAJOR CHORAL ENSMBLE","57417 Fall"
"9735","Fall","2010","ROBERT PAGE","MUS","57417","MAJOR CHORAL ENSMBLE","B","Lect","12","41","29%","5.27","4.58","4.33","4.42","4.08","4.75","4.5","3.75","4.5","4.58","57417 - MAJOR CHORAL ENSMBLE","57417 Fall"
"9736","Fall","2010","COLWELL, D. (co-taught)","MUS","57418","MAJR INSTRMTL ENSMBL","A","Lect","16","67","24%","6.64","4","4","3.91","3.91","3.91","4","4","4.09","3.91","57418 - MAJR INSTRMTL ENSMBL","57418 Fall"
"9737","Fall","2010","ZOLLMAN, R. (co-taught)","MUS","57418","MAJR INSTRMTL ENSMBL","A","Lect","16","67","24%","9.5","3.75","4","3.42","4","4","3.91","4.08","3.92","3.83","57418 - MAJR INSTRMTL ENSMBL","57418 Fall"
"9738","Fall","2010","RONALD ZOLLMAN","MUS","57423","REPERTOIRE ORCHSTRA","A","Lect","3","7","43%","2","3.67","4.33","4","4","4.33","4.33","4.33","4","4","57423 - REPERTOIRE ORCHSTRA","57423 Fall"
"9739","Fall","2010","DOUGLAS, T. (co-taught)","MUS","57433","MUS THEA LIT & REP","A","Lect","2","10","20%","3.5","2.5","2","2","1.5","1","1","2.5","2.5","1.5","57433 - MUS THEA LIT & REP","57433 Fall"
"9740","Fall","2010","IRWIN, R. (co-taught)","MUS","57433","MUS THEA LIT & REP","A","Lect","2","10","20%","3.5","4","2.5","3","2.5","2","2","3.5","3","1.5","57433 - MUS THEA LIT & REP","57433 Fall"
"9741","Fall","2010","GEORGE VOSBURGH","MUS","57437","LIT & REPERTOIRE","A","Lect","1","4","25%","8","5","5","5","5","5","5","5","5","5","57437 - LIT & REPERTOIRE","57437 Fall"
"9742","Fall","2010","THOMAS THOMPSON","MUS","57437","LIT & REPERTOIRE","D","Lect","1","3","33%","2","4","3","4","4","4","4","4","5","4","57437 - LIT & REPERTOIRE","57437 Fall"
"9743","Fall","2010","NEAL BERNTSEN","MUS","57437","LIT & REPERTOIRE","E","Lect","3","6","50%","6","4.67","4.33","4.67","5","4.67","5","4.33","4.67","4.67","57437 - LIT & REPERTOIRE","57437 Fall"
"9744","Fall","2010","JAMES FERLA","MUS","57437","LIT & REPERTOIRE","M","Lect","1","3","33%","2","4","4","4","4","4","4","5","4","4","57437 - LIT & REPERTOIRE","57437 Fall"
"9745","Fall","2010","RICHARD RANDALL","MUS","57443","THE CONCERTO","A","Lect","5","12","42%","5","4.6","4.6","4.4","3.8","4.4","4.4","4.6","4.6","4.2","57443 - THE CONCERTO","57443 Fall"
"9746","Fall","2010","GEORGE VOSBURGH","MUS","57448","BRASS PEDAGOGY","A","Lect","1","3","33%","2","3","3","3","2","4","4","4","4","2","57448 - BRASS PEDAGOGY","57448 Fall"
"9747","Fall","2010","ANNABELLE JOSEPH","MUS","57463","EURHYTHMICS NON-MAJR","A","Lect","3","8","38%","6","5","4.33","4.67","4.67","4.67","4.67","4.67","4.67","4.67","57463 - EURHYTHMICS NON-MAJR","57463 Fall"
"9748","Fall","2010","KENNETH KEELING","MUS","57480","HISTORY BLACK AM MUS","A","Lect","2","12","17%","2","3.5","3","3","2.5","4","3","3","3","2.5","57480 - HISTORY BLACK AM MUS","57480 Fall"
"9749","Fall","2010","KENNETH KEELING","MUS","57480","HISTORY BLACK AM MUS","B","Lect","1","4","25%","2","5","5","3","2","3","3","5","3","2","57480 - HISTORY BLACK AM MUS","57480 Fall"
"9750","Fall","2010","COLETTE JOUSSE WILKINS","MUS","57487","ADVANCED SOLFEGE III","A","Lect","4","7","57%","3.5","5","5","5","5","5","5","4.75","5","5","57487 - ADVANCED SOLFEGE III","57487 Fall"
"9751","Fall","2010","DOUGLAS AHLSTEDT","MUS","57500","MAJOR STUDIO (VOICE)","A","Lect","3","15","20%","8","4.67","5","4.67","3.67","5","4","5","4","4.33","57500 - MAJOR STUDIO (VOICE)","57500 Fall"
"9752","Fall","2010","RICHARD COWAN","MUS","57500","MAJOR STUDIO (VOICE)","C","Lect","6","18","33%","9","5","5","5","5","5","5","5","5","5","57500 - MAJOR STUDIO (VOICE)","57500 Fall"
"9753","Fall","2010","LAURA VERY","MUS","57500","MAJOR STUDIO (VOICE)","D","Lect","8","17","47%","9.5","4.88","5","4.88","4.88","4.88","5","4.88","5","5","57500 - MAJOR STUDIO (VOICE)","57500 Fall"
"9754","Fall","2010","ENRIQUE GRAF","MUS","57501","MAJOR STUDIO (PIANO)","A","Lect","2","2","100%","14","5","4.5","4.5","5","5","5","4.5","5","5","57501 - MAJOR STUDIO (PIANO)","57501 Fall"
"9755","Fall","2010","RALPH ZITTERBART","MUS","57501","MAJOR STUDIO (PIANO)","B","Lect","3","3","100%","9","5","5","5","5","5","5","5","5","5","57501 - MAJOR STUDIO (PIANO)","57501 Fall"
"9756","Fall","2010","CYRUS FOROUGH","MUS","57505","MAJOR STUDIO(VIOLIN)","A","Lect","5","8","63%","14","5","4.8","4.8","4.6","5","4.6","4.4","4.6","4.6","57505 - MAJOR STUDIO(VIOLIN)","57505 Fall"
"9757","Fall","2010","MAUREEN GALLAGHER","MUS","57506","MAJOR STUDIO (VIOLA)","A","Lect","1","4","25%","14","3","2","1","3","3","2","3","2","2","57506 - MAJOR STUDIO (VIOLA)","57506 Fall"
"9758","Fall","2010","ANNE WILLIAMS","MUS","57507","MAJOR STUDIO (CELLO)","A","Lect","2","5","40%","14","5","5","5","5","5","5","5","5","5","57507 - MAJOR STUDIO (CELLO)","57507 Fall"
"9759","Fall","2010","ALMARZA, A. (co-taught)","MUS","57510","MAJOR STUDIO (FLUTE)","A","Lect","7","8","88%","14","5","5","5","5","5","5","5","5","5","57510 - MAJOR STUDIO (FLUTE)","57510 Fall"
"9760","Fall","2010","BAXTRESSER, J. (co-taught)","MUS","57510","MAJOR STUDIO (FLUTE)","A","Lect","7","8","88%","14","5","5","5","5","5","5","5","5","5","57510 - MAJOR STUDIO (FLUTE)","57510 Fall"
"9761","Fall","2010","CYNTHIA DEALMEIDA","MUS","57511","MAJOR STUDIO (OBOE)","A","Lect","2","6","33%","9.5","5","5","5","4.5","4.5","5","3.5","4.5","4.5","57511 - MAJOR STUDIO (OBOE)","57511 Fall"
"9762","Fall","2010","THOMAS THOMPSON","MUS","57512","MAJOR STUD(CLARINET)","A","Lect","1","6","17%","14","5","5","5","","","","","","","57512 - MAJOR STUD(CLARINET)","57512 Fall"
"9763","Fall","2010","WILLIAM CABALLERO","MUS","57515","MAJOR STUDIO (HORN)","A","Lect","1","3","33%","14","4","4","3","5","4","4","4","4","4","57515 - MAJOR STUDIO (HORN)","57515 Fall"
"9764","Fall","2010","NEAL BERNTSEN","MUS","57516","MAJOR STUD (TRUMPET)","A","Lect","3","5","60%","14","5","5","5","5","5","5","4.67","5","5","57516 - MAJOR STUD (TRUMPET)","57516 Fall"
"9765","Fall","2010","CRAIG KNOX","MUS","57519","MAJOR STUDIO (TUBA)","A","Lect","1","3","33%","11","5","5","5","5","5","5","5","5","5","57519 - MAJOR STUDIO (TUBA)","57519 Fall"
"9766","Fall","2010","LEONARDO BALADA","MUS","57521","MAJOR ST (COMPOSITN)","A","Lect","1","5","20%","2","5","5","5","5","5","5","5","5","5","57521 - MAJOR ST (COMPOSITN)","57521 Fall"
"9767","Fall","2010","NANCY GALBRAITH","MUS","57521","MAJOR ST (COMPOSITN)","B","Lect","2","8","25%","8","5","5","5","4.5","4.5","4.5","4.5","4.5","4.5","57521 - MAJOR ST (COMPOSITN)","57521 Fall"
"9768","Fall","2010","MAHMOOD-REZA VALI","MUS","57521","MAJOR ST (COMPOSITN)","C","Lect","1","3","33%","11","5","5","5","5","5","5","5","5","5","57521 - MAJOR ST (COMPOSITN)","57521 Fall"
"9769","Fall","2010","RAYMOND BLACKWELL","MUS","57523","VOCAL COACHING","A","Lect","2","10","20%","2","4","4","3","4","3.5","4","3.5","4","4","57523 - VOCAL COACHING","57523 Fall"
"9770","Fall","2010","LOWELL CARVER","MUS","57523","VOCAL COACHING","B","Lect","2","6","33%","6.5","5","5","5","5","5","5","5","5","5","57523 - VOCAL COACHING","57523 Fall"
"9771","Fall","2010","ROSEANNA IRWIN","MUS","57523","VOCAL COACHING","C","Lect","6","34","18%","6.5","4.5","4.83","4.67","4","4.83","4.33","5","4.17","4.5","57523 - VOCAL COACHING","57523 Fall"
"9772","Fall","2010","KAREN VERM","MUS","57523","VOCAL COACHING","D","Lect","2","9","22%","5","4.5","5","5","5","5","5","4.5","4.5","5","57523 - VOCAL COACHING","57523 Fall"
"9773","Fall","2010","MARILYN THOMAS","MUS","57605","THEORY ANALYSIS GRAD","A","Lect","8","11","73%","3.88","5","5","4.88","4.75","4.88","4.75","5","5","4.88","57605 - THEORY ANALYSIS GRAD","57605 Fall"
"9774","Fall","2010","ROBERT FALLON","MUS","57606","MUSIC HSTY GRAD STDT","A","Lect","6","10","60%","7.5","3.83","3.67","3.67","3","4","3.83","3.33","3.5","3","57606 - MUSIC HSTY GRAD STDT","57606 Fall"
"9775","Fall","2010","ALBERTO ALMARZA","MUS","57614","INDPENDT STDY PERFMC","B","Lect","2","3","67%","2","5","5","5","5","5","5","5","5","5","57614 - INDPENDT STDY PERFMC","57614 Fall"
"9776","Fall","2010","ROBERT PAGE","MUS","57618","IND STUDY CONDUCTING","A","Lect","2","3","67%","5","5","5","5","5","5","5","5","5","5","57618 - IND STUDY CONDUCTING","57618 Fall"
"9777","Fall","2010","PETER STUMPF","MUS","57625","IND STDY PIANO MAINT","A","Lect","1","4","25%","2","4","4","4","4","4","4","5","4","4","57625 - IND STDY PIANO MAINT","57625 Fall"
"9778","Fall","2010","HANNA LI","MUS","57698","BXA STUDIO","A","Lect","1","2","50%","11","5","5","5","5","5","5","3","3","4","57698 - BXA STUDIO","57698 Fall"
"9779","Fall","2010","ENRIQUE GRAF","MUS","57701","MAJOR STUDIO (PIANO)","A","Lect","4","6","67%","13.25","4.75","4.75","4.75","4.75","4.75","4.75","5","4.75","4.75","57701 - MAJOR STUDIO (PIANO)","57701 Fall"
"9780","Fall","2010","RALPH ZITTERBART","MUS","57701","MAJOR STUDIO (PIANO)","B","Lect","3","4","75%","14","5","5","5","5","5","5","5","5","5","57701 - MAJOR STUDIO (PIANO)","57701 Fall"
"9781","Fall","2010","CYRUS FOROUGH","MUS","57705","MAJOR STUDIO(VIOLIN)","A","Lect","3","4","75%","14","5","5","5","5","5","5","5","5","5","57705 - MAJOR STUDIO(VIOLIN)","57705 Fall"
"9782","Fall","2010","ANDRES CARDENES","MUS","57705","MAJOR STUDIO(VIOLIN)","B","Lect","4","5","80%","14","5","5","5","5","5","5","5","5","5","57705 - MAJOR STUDIO(VIOLIN)","57705 Fall"
"9783","Fall","2010","JAMES FERLA","MUS","57709","MAJR STUDIO(GUITAR)","A","Lect","1","2","50%","14","5","5","5","5","5","5","5","5","5","57709 - MAJR STUDIO(GUITAR)","57709 Fall"
"9784","Fall","2010","ALMARZA, A. (co-taught)","MUS","57710","MAJOR STUDIO (FLUTE)","A","Lect","5","6","83%","14","5","5","5","4.8","5","5","5","4.8","4.8","57710 - MAJOR STUDIO (FLUTE)","57710 Fall"
"9785","Fall","2010","BAXTRESSER, J. (co-taught)","MUS","57710","MAJOR STUDIO (FLUTE)","A","Lect","5","6","83%","14","5","5","5","5","5","5","5","5","5","57710 - MAJOR STUDIO (FLUTE)","57710 Fall"
"9786","Fall","2010","CYNTHIA DEALMEIDA","MUS","57711","MAJOR STUDIO (OBOE)","A","Lect","1","2","50%","14","5","5","5","5","5","5","5","5","5","57711 - MAJOR STUDIO (OBOE)","57711 Fall"
"9787","Fall","2010","THOMAS THOMPSON","MUS","57712","MJR STUDIO(CLARINET)","A","Lect","3","5","60%","14","5","5","4.67","4.67","5","5","4.67","4.67","5","57712 - MJR STUDIO(CLARINET)","57712 Fall"
"9788","Fall","2010","WILLIAM CABALLERO","MUS","57715","MAJOR STUDIO (HORN)","A","Lect","2","6","33%","14","4.5","4.5","4","4","4.5","4.5","5","4.5","4.5","57715 - MAJOR STUDIO (HORN)","57715 Fall"
"9789","Fall","2010","PETER SULLIVAN","MUS","57717","MAJR STU (TROMBONE)","C","Lect","1","4","25%","14","5","5","5","5","5","5","5","5","5","57717 - MAJR STU (TROMBONE)","57717 Fall"
"9790","Fall","2010","EVANS, P. (co-taught)","MUS","57720","MAJOR ST(PERCUSSION)","A","Lect","1","3","33%","14","5","5","5","5","5","5","5","5","5","57720 - MAJOR ST(PERCUSSION)","57720 Fall"
"9791","Fall","2010","BRANSON, J. (co-taught)","MUS","57720","MAJOR ST(PERCUSSION)","A","Lect","1","3","33%","14","5","5","5","5","5","5","5","5","5","57720 - MAJOR ST(PERCUSSION)","57720 Fall"
"9792","Fall","2010","LEONARDO BALADA","MUS","57721","MAJOR ST(COMPOSITN)","A","Lect","2","4","50%","11","5","5","5","5","5","5","5","5","5","57721 - MAJOR ST(COMPOSITN)","57721 Fall"
"9793","Fall","2010","MAHMOOD-REZA VALI","MUS","57721","MAJOR ST(COMPOSITN)","C","Lect","2","2","100%","8","5","4","5","5","5","5","5","5","4.5","57721 - MAJOR ST(COMPOSITN)","57721 Fall"
"9794","Fall","2010","RONALD ZOLLMAN","MUS","57722","MAJR ST (CONDUCTING)","A","Lect","1","4","25%","11","5","5","5","5","5","5","5","5","5","57722 - MAJR ST (CONDUCTING)","57722 Fall"
"9795","Fall","2010","CARVER, L. (co-taught)","MUS","57724","MAJOR STUDIO (PIANO)","A","Lect","1","2","50%","5","5","5","5","5","5","5","5","5","5","57724 - MAJOR STUDIO (PIANO)","57724 Fall"
"9796","Fall","2010","RONALD ZOLLMAN","MUS","57731","CONDUCTING LAB","A","Lect","1","4","25%","11","5","5","5","5","5","5","5","5","5","57731 - CONDUCTING LAB","57731 Fall"
"9797","Fall","2010","LUZ MANRIQUEZ","MUS","57735","CHAMBER MUSIC LITR I","A","Lect","4","6","67%","4.25","4.25","4","4.25","4.5","4.5","4.5","5","4.25","3.75","57735 - CHAMBER MUSIC LITR I","57735 Fall"
"9798","Fall","2010","GEORGE VOSBURGH","MUS","57737","LIT & REPERTOIRE","A","Lect","4","13","31%","2","4.5","4.5","4.75","4.75","4.75","4.75","4.5","4.5","4.5","57737 - LIT & REPERTOIRE","57737 Fall"
"9799","Fall","2010","EVANS, P. (co-taught)","MUS","57737","LIT & REPERTOIRE","B","Lect","1","3","33%","14","5","5","5","5","5","5","5","5","5","57737 - LIT & REPERTOIRE","57737 Fall"
"9800","Fall","2010","BRANSON, J. (co-taught)","MUS","57737","LIT & REPERTOIRE","B","Lect","1","3","33%","14","5","5","5","5","5","5","5","5","5","57737 - LIT & REPERTOIRE","57737 Fall"
"9801","Fall","2010","CHRISTOPHER WU","MUS","57737","LIT & REPERTOIRE","C","Lect","5","9","56%","5","5","5","5","5","5","5","5","5","5","57737 - LIT & REPERTOIRE","57737 Fall"
"9802","Fall","2010","THOMAS THOMPSON","MUS","57737","LIT & REPERTOIRE","D","Lect","7","15","47%","2.86","5","5","5","5","5","5","5","4.86","5","57737 - LIT & REPERTOIRE","57737 Fall"
"9803","Fall","2010","WILLIAM CABALLERO","MUS","57737","LIT & REPERTOIRE","F","Lect","2","6","33%","3.5","4.5","4.5","4","4","4.5","4.5","5","4.5","4.5","57737 - LIT & REPERTOIRE","57737 Fall"
"9804","Fall","2010","PETER SULLIVAN","MUS","57737","LIT & REPERTOIRE","G","Lect","2","5","40%","2","5","5","5","5","5","5","5","5","5","57737 - LIT & REPERTOIRE","57737 Fall"
"9805","Fall","2010","ALBERTO ALMARZA","MUS","57737","LIT & REPERTOIRE","I","Lect","7","8","88%","6.29","5","5","5","5","5","5","5","5","5","57737 - LIT & REPERTOIRE","57737 Fall"
"9806","Fall","2010","JAMES FERLA","MUS","57737","LIT & REPERTOIRE","M","Lect","2","3","67%","2","4.5","4.5","4.5","4","4.5","4.5","5","4.5","4.5","57737 - LIT & REPERTOIRE","57737 Fall"
"9807","Fall","2010","CARVER, L. (co-taught)","MUS","57741","SONATAS/SONGS I","A","Lect","1","2","50%","2","5","5","5","5","5","5","5","5","5","57741 - SONATAS/SONGS I","57741 Fall"
"9808","Fall","2010","MANRIQUEZ, L. (co-taught)","MUS","57741","SONATAS/SONGS I","A","Lect","1","2","50%","2","5","5","5","5","5","5","5","5","5","57741 - SONATAS/SONGS I","57741 Fall"
"9809","Fall","2010","GEORGE VOSBURGH","MUS","57748","BRASS PEDAGOGY","A","Lect","2","6","33%","2","5","5","5","4.5","5","5","4.5","5","5","57748 - BRASS PEDAGOGY","57748 Fall"
"9810","Fall","2010","HANNA LI","MUS","57749","BEG PIANO CHILDREN","A","Lect","1","2","50%","2","5","5","5","5","5","5","5","5","5","57749 - BEG PIANO CHILDREN","57749 Fall"
"9811","Fall","2010","CARLA LAROCCA","MUS","57791","KEYBOARD STUDIES","A","Lect","1","3","33%","2","5","4","4","5","5","5","5","4","5","57791 - KEYBOARD STUDIES","57791 Fall"
"9812","Fall","2010","BENJAMIN OPIE","MUS","57801","INT MUSIC TECHNOLOGY","B1","Lect","1","6","17%","5","3","5","5","3","3","2","4","3","4","57801 - INT MUSIC TECHNOLOGY","57801 Fall"
"9813","Fall","2010","COLWELL, D. (co-taught)","MUS","57818","MAJR INSTRMTL ENSMBL","A","Lect","22","51","43%","9.2","4.14","3.92","4.08","4.08","3.77","4","3.92","4","3.77","57818 - MAJR INSTRMTL ENSMBL","57818 Fall"
"9814","Fall","2010","ZOLLMAN, R. (co-taught)","MUS","57818","MAJR INSTRMTL ENSMBL","A","Lect","22","51","43%","10.4","4.05","4.1","4.1","4.1","4.14","4.14","3.62","3.9","3.95","57818 - MAJR INSTRMTL ENSMBL","57818 Fall"
"9815","Fall","2010","EVANS, P. (co-taught)","MUS","57824","PERCUSSION ENSEMBLE","A2","Lect","1","3","33%","5","5","5","5","5","5","5","5","5","5","57824 - PERCUSSION ENSEMBLE","57824 Fall"
"9816","Fall","2010","BRANSON, J. (co-taught)","MUS","57824","PERCUSSION ENSEMBLE","A2","Lect","1","3","33%","5","5","5","5","5","5","5","5","5","5","57824 - PERCUSSION ENSEMBLE","57824 Fall"
"9817","Fall","2010","ERIC DEFADE","MUS","57827","JAZZ ENSEMBLE","A","Lect","1","2","50%","2","5","5","5","5","5","5","5","5","5","57827 - JAZZ ENSEMBLE","57827 Fall"
"9818","Fall","2010","ANNABELLE JOSEPH","MUS","57865","EURHYTHMICS GRD MSC","A","Lect","11","19","58%","5.27","4.91","4.45","4.45","4.55","4.73","4.55","4.64","4.7","4.45","57865 - EURHYTHMICS GRD MSC","57865 Fall"
"9819","Fall","2010","LEONARDO BALADA","MUS","57872","CREATIVE ORCHESTRATN","A","Lect","4","8","50%","4.25","5","4.75","4.5","5","5","4.5","5","4.75","5","57872 - CREATIVE ORCHESTRATN","57872 Fall"
"9820","Fall","2010","RALPH ZITTERBART","MUS","57881","LIT & REP PIANO I","A","Lect","7","13","54%","4","4.57","4.57","4.43","4.43","4.43","4.71","4.86","4.57","4.43","57881 - LIT & REP PIANO I","57881 Fall"
"9821","Fall","2010","EVANS, P. (co-taught)","MUS","57887","PROF ESSTL PERCSNT","A1","Lect","1","3","33%","5","5","5","5","5","5","5","5","5","5","57887 - PROF ESSTL PERCSNT","57887 Fall"
"9822","Fall","2010","BRANSON, J. (co-taught)","MUS","57887","PROF ESSTL PERCSNT","A1","Lect","1","3","33%","5","5","5","5","5","5","5","5","5","5","57887 - PROF ESSTL PERCSNT","57887 Fall"
"9823","Fall","2010","DOUGLAS, T. (co-taught)","MUS","57893","INTRO TO CONDUCTING","A","Lect","2","6","33%","5","3.5","4","3.5","4.5","4.5","5","5","4.5","5","57893 - INTRO TO CONDUCTING","57893 Fall"
"9824","Fall","2010","COLWELL, D. (co-taught)","MUS","57893","INTRO TO CONDUCTING","A","Lect","2","6","33%","3.5","4","4","4","4.5","4.5","5","5","4.5","5","57893 - INTRO TO CONDUCTING","57893 Fall"
"9825","Fall","2010","HEATH, K. (co-taught)","MUS","57901","RESEARCH SEMINAR","A2","Lect","19","41","46%","4.21","4.37","4.53","4.37","4.47","4.26","4.37","4.79","4.32","3.26","57901 - RESEARCH SEMINAR","57901 Fall"
"9826","Fall","2010","FALLON, R. (co-taught)","MUS","57901","RESEARCH SEMINAR","A2","Lect","19","41","46%","4.12","3.28","3.61","3.5","3.44","3.44","3.28","3.39","3.28","3","57901 - RESEARCH SEMINAR","57901 Fall"
"9827","Fall","2010","ROBERT FALLON","MUS","57914","MUSIC AND NATURE","A","Lect","7","20","35%","6.71","3.86","3.86","3.14","3.71","3","3.29","3.14","3.14","2.71","57914 - MUSIC AND NATURE","57914 Fall"
"9828","Fall","2010","RONALD ZOLLMAN","MUS","57923","REPERTOIRE ORCHSTRA","A","Lect","4","9","44%","2.75","3.25","3.5","3.5","3.5","3.75","3.5","3.75","3.5","3.5","57923 - REPERTOIRE ORCHSTRA","57923 Fall"
"9829","Fall","2010","STEPHEN SCHULTZ","MUS","57925","SYMPHONIES OF MAHLER","A","Lect","26","49","53%","5.24","4.31","4.31","4.08","3.92","4.35","4.4","4.12","4.15","4.04","57925 - SYMPHONIES OF MAHLER","57925 Fall"
"9830","Fall","2010","STEPHEN KOSTYNIAK","MUS","57928","CHAMBER MUSIC","B2","Lect","2","5","40%","5","4.5","3.5","4","3.5","4.5","4","5","4.5","4","57928 - CHAMBER MUSIC","57928 Fall"
"9831","Fall","2010","NEAL BERNTSEN","MUS","57928","CHAMBER MUSIC","D2","Lect","2","4","50%","3.5","5","5","5","5","5","5","5","5","5","57928 - CHAMBER MUSIC","57928 Fall"
"9832","Fall","2010","WILLIAM CABALLERO","MUS","57928","CHAMBER MUSIC","G2","Lect","1","5","20%","5","4","3","3","4","4","4","4","4","4","57928 - CHAMBER MUSIC","57928 Fall"
"9833","Fall","2010","NANCY GOERES","MUS","57928","CHAMBER MUSIC","H2","Lect","2","5","40%","3.5","3","3","4","4","3","4","3","3","3","57928 - CHAMBER MUSIC","57928 Fall"
"9834","Fall","2010","GRETCHEN VAN HOESEN","MUS","57928","CHAMBER MUSIC","M2","Lect","1","2","50%","8","5","5","5","5","5","5","5","5","5","57928 - CHAMBER MUSIC","57928 Fall"
"9835","Fall","2010","GRETCHEN VAN HOESEN","MUS","57928","CHAMBER MUSIC","N2","Lect","1","2","50%","5","3","3","3","3","4","3","5","3","3","57928 - CHAMBER MUSIC","57928 Fall"
"9836","Fall","2010","LUZ MANRIQUEZ","MUS","57928","CHAMBER MUSIC","O2","Lect","2","2","100%","3.5","5","5","5","5","5","5","5","5","5","57928 - CHAMBER MUSIC","57928 Fall"
"9837","Fall","2010","THOMAS THOMPSON","MUS","57928","CHAMBER MUSIC","T2","Lect","1","3","33%","5","5","5","5","5","3","5","5","4","5","57928 - CHAMBER MUSIC","57928 Fall"
"9838","Fall","2010","WILLIAM CABALLERO","MUS","57928","CHAMBER MUSIC","X2","Lect","1","4","25%","5","3","3","3","4","4","4","4","4","4","57928 - CHAMBER MUSIC","57928 Fall"
"9839","Fall","2010","CHRISTOPHER WU","MUS","57928","CHAMBER MUSIC","Z2","Lect","2","3","67%","5","5","5","5","5","5","5","5","5","5","57928 - CHAMBER MUSIC","57928 Fall"
"9840","Fall","2010","R. JAMES WHIPPLE","MUS","57929","CHAMBER MUSIC","E2","Lect","3","3","100%","4","4.67","4.33","4.67","4.67","4.67","4.67","5","4.67","4.67","57929 - CHAMBER MUSIC","57929 Fall"
"9841","Fall","2010","R. JAMES WHIPPLE","MUS","57929","CHAMBER MUSIC","F2","Lect","1","2","50%","2","4","4","4","4","4","4","4","4","4","57929 - CHAMBER MUSIC","57929 Fall"
"9842","Fall","2010","THOMAS GODFREY","MUS","57929","CHAMBER MUSIC","H2","Lect","1","2","50%","8","5","5","5","5","5","5","5","5","5","57929 - CHAMBER MUSIC","57929 Fall"
"9843","Fall","2010","THOMAS GODFREY","MUS","57929","CHAMBER MUSIC","I2","Lect","2","2","100%","5","4.5","4.5","4.5","5","4.5","4.5","4.5","4.5","5","57929 - CHAMBER MUSIC","57929 Fall"
"9844","Fall","2010","CHRISTOPHER WU","MUS","57929","CHAMBER MUSIC","K2","Lect","2","4","50%","3.5","5","5","5","5","5","5","5","5","5","57929 - CHAMBER MUSIC","57929 Fall"
"9845","Fall","2010","VAHAN SARGSYAN","MUS","57929","CHAMBER MUSIC","P2","Lect","2","2","100%","11","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","57929 - CHAMBER MUSIC","57929 Fall"
"9846","Fall","2010","THOMAS THOMPSON","MUS","57929","CHAMBER MUSIC","S2","Lect","1","2","50%","5","5","5","5","5","5","5","5","5","5","57929 - CHAMBER MUSIC","57929 Fall"
"9847","Fall","2010","STEPHEN SCHULTZ","MUS","57930","BAROQUE ENSEMBLE","A","Lect","7","12","58%","5","5","4.86","5","5","4.71","5","4.71","4.86","4.71","57930 - BAROQUE ENSEMBLE","57930 Fall"
"9848","Fall","2010","MARCINIZYN, J. (co-taught)","MUS","57932","CHAMBER MUSIC GUITAR","A","Lect","2","3","67%","2","2.5","2.5","2.5","2","2.5","2.5","3","2.5","2.5","57932 - CHAMBER MUSIC GUITAR","57932 Fall"
"9849","Fall","2010","FERLA, J. (co-taught)","MUS","57932","CHAMBER MUSIC GUITAR","A","Lect","2","3","67%","2","4.5","4.5","4.5","4","4.5","4.5","5","4.5","4.5","57932 - CHAMBER MUSIC GUITAR","57932 Fall"
"9850","Fall","2010","MAHMOOD-REZA VALI","MUS","57937","BRAHMS SYMPHONIES","A","Lect","1","3","33%","5","5","5","5","3","5","5","5","5","4","57937 - BRAHMS SYMPHONIES","57937 Fall"
"9851","Fall","2010","MAHMOOD-REZA VALI","MUS","57937","BRAHMS SYMPHONIES","B","Lect","3","3","100%","9","5","5","5","4.67","5","4.67","5","4.67","5","57937 - BRAHMS SYMPHONIES","57937 Fall"
"9852","Fall","2010","MAHMOOD-REZA VALI","MUS","57937","BRAHMS SYMPHONIES","C","Lect","1","2","50%","8","5","5","5","5","5","5","5","5","5","57937 - BRAHMS SYMPHONIES","57937 Fall"
"9853","Fall","2010","MAHMOOD-REZA VALI","MUS","57937","BRAHMS SYMPHONIES","D","Lect","1","4","25%","8","5","5","5","5","5","5","5","5","5","57937 - BRAHMS SYMPHONIES","57937 Fall"
"9854","Fall","2010","RICCARDO SCHULZ","MUS","57947","SOUND RECORDING","A1","Lect","2","3","67%","8","4.5","3.5","4.5","4.5","3.5","4.5","5","4.5","4","57947 - SOUND RECORDING","57947 Fall"
"9855","Fall","2010","RICCARDO SCHULZ","MUS","57947","SOUND RECORDING","A2","Lect","1","2","50%","8","4","3","3","4","3","4","5","3","3","57947 - SOUND RECORDING","57947 Fall"
